Dim1,Dim2,Label
-20.998732,19.303555,IPR032724r
-19.712664,19.773113,IPR032724r
-45.62519,19.301285,IPR032724r
-23.17246,20.40778,IPR032724r
-22.705729,21.830019,IPR032724r
-19.958256,23.712978,IPR032724r
-22.681772,24.568457,IPR032724r
-15.656596,26.66397,IPR032724r
-37.04645,23.467472,IPR032724r
-17.020735,19.224325,IPR032724r
-19.458252,24.563173,IPR032724r
-26.989607,23.079794,IPR032724r
-37.028885,23.495361,IPR032724r
-18.823893,21.38686,IPR032724r
-22.905767,20.045858,IPR032724r
-18.466011,20.708084,IPR032724r
-24.141777,23.590637,IPR032724r
-42.287205,-11.967539,IPR032724r
-24.215391,17.923275,IPR032724r
-31.570808,21.174364,IPR032724r
-19.077478,20.436543,IPR032724r
-27.443863,24.884932,IPR032724r
23.117027,-16.168373,IPR032724r
-61.231136,-23.562723,IPR032724r
-62.371002,-21.537546,IPR032724r
-42.091408,-10.469852,IPR032724r
-29.296122,19.166998,IPR032724r
-44.339817,32.970566,IPR032724r
-44.37827,33.555553,IPR032724r
-25.021696,22.238127,IPR032724r
-20.121565,25.40017,IPR032724r
-15.707162,27.059519,IPR032724r
-37.01238,23.490593,IPR032724r
-16.911276,26.613008,IPR032724r
-62.023537,18.234451,IPR032724r
-54.298607,17.177916,IPR032724r
-44.90486,15.108664,IPR032724r
-13.455737,18.0726,IPR032724r
-50.474876,31.131083,IPR032724r
-20.711634,19.949516,IPR032724r
-31.499163,21.029228,IPR032724r
-50.105938,30.207586,IPR032724r
-19.524166,18.246637,IPR032724r
-18.66824,20.423267,IPR032724r
-24.250343,17.937223,IPR032724r
-59.844753,-26.487333,IPR032724r
-40.873363,16.834621,IPR032724r
-44.36482,19.589993,IPR032724r
-53.305725,23.930567,IPR032724r
-22.895922,16.885763,IPR032724r
-17.74395,22.285751,IPR032724r
-15.644217,26.738354,IPR032724r
-59.2181,-21.837858,IPR032724r
-46.05529,19.116087,IPR032724r
-21.181982,19.514286,IPR032724r
-46.168755,18.60078,IPR032724r
-20.74963,19.637629,IPR032724r
-20.401522,20.633425,IPR032724r
-19.646568,20.612276,IPR032724r
-18.302813,18.018343,IPR032724r
-25.920267,20.799028,IPR032724r
-44.19896,32.219727,IPR032724r
-50.98878,18.643694,IPR032724r
-60.834087,19.23572,IPR032724r
-60.66421,19.349827,IPR032724r
-52.271225,19.772945,IPR032724r
-18.557093,25.455101,IPR032724r
-16.266457,24.926575,IPR032724r
-44.162132,-8.8487015,IPR032724r
-23.606895,27.040674,IPR032724r
-17.955832,24.616919,IPR032724r
-53.47938,18.128847,IPR032724r
-21.337177,27.788374,IPR032724r
-23.259613,25.01628,IPR032724r
-49.432343,19.536991,IPR032724r
-49.40973,19.332067,IPR032724r
-26.496407,24.390018,IPR032724r
-31.6242,19.978682,IPR032724r
-53.0996,18.411314,IPR032724r
-27.263617,24.721855,IPR032724r
-61.091434,-21.850595,IPR032724r
-61.998188,-22.440168,IPR032724r
-44.815876,32.815823,IPR032724r
-25.043015,24.368769,IPR032724r
-25.030193,24.453096,IPR032724r
-24.20707,24.178568,IPR032724r
-39.875107,20.15974,IPR032724r
-49.737007,17.62854,IPR032724r
-52.023514,-24.101267,IPR032724r
-62.36597,-25.365982,IPR032724r
-15.172976,23.411379,IPR032724r
-22.138979,24.023855,IPR032724r
-23.293825,20.243567,IPR032724r
-63.863194,11.736293,IPR032724r
-19.422813,25.878868,IPR032724r
-19.101742,21.408533,IPR032724r
-19.809711,17.658827,IPR032724r
-45.10154,20.951069,IPR032724r
-18.94194,19.948599,IPR032724r
-2.0677147,6.943727,IPR032724r
-54.100086,6.75102,IPR032724r
-61.55778,5.506831,IPR032724r
-50.190132,15.886854,IPR032724r
-47.626408,22.263817,IPR032724r
-20.450514,12.243899,IPR032724r
-18.685844,26.996086,IPR032724r
-18.74404,28.59853,IPR032724r
-43.230473,24.191753,IPR032724r
-19.40693,28.127485,IPR032724r
-20.362822,28.410261,IPR032724r
-0.11839759,6.0520325,IPR032724r
-47.384567,-3.0799992,IPR032724r
-60.420227,-24.557833,IPR032724r
-26.889044,28.564981,IPR032724r
-43.53899,-11.151556,IPR032724r
-51.958107,-24.166927,IPR032724r
-12.714386,23.117588,IPR032724r
-21.250813,18.446882,IPR032724r
-40.70666,27.074755,IPR032724r
-36.657906,15.423537,IPR032724r
-57.383667,17.436863,IPR032724r
-21.260683,25.77989,IPR032724r
-44.815876,32.815823,IPR032724r
-23.755632,14.866629,IPR032724r
19.538996,-25.818556,IPR032724r
-12.027438,23.683979,IPR032724r
-15.003417,23.553982,IPR032724r
-19.101482,20.492058,IPR032724r
-58.510162,16.432236,IPR032724r
-44.522655,33.734364,IPR032724r
-36.657463,-5.87438,IPR032724r
-23.633133,22.13985,IPR032724r
-59.094925,-21.973272,IPR032724r
-45.275604,25.78114,IPR032724r
-49.452904,18.506748,IPR032724r
-47.36961,-8.9058695,IPR032724r
-47.86029,12.208283,IPR032724r
-46.023037,21.478342,IPR032724r
-40.09728,19.734396,IPR032724r
-36.9543,12.087578,IPR032724r
-45.570362,-4.6634398,IPR032724r
-60.31893,-23.63774,IPR032724r
-21.631683,20.568102,IPR032724r
-65.99263,12.598817,IPR032724r
-65.971436,12.60033,IPR032724r
-58.039207,-26.573965,IPR032724r
-63.735863,-22.425066,IPR032724r
-58.28975,-22.814867,IPR032724r
16.829504,-20.88766,IPR032724r
-47.246845,-5.4273963,IPR032724r
-57.818913,-24.159348,IPR032724r
-53.436085,-6.6856923,IPR032724r
-31.677778,22.62554,IPR032724r
-41.890697,22.668585,IPR032724r
-33.68368,1.9996873,IPR032724r
-61.804066,6.555609,IPR032724r
-41.85095,-3.2458506,IPR032724r
-19.968204,13.151111,IPR032724r
-17.919209,8.745049,IPR032724r
-18.03139,8.735887,IPR032724r
-37.836517,10.247796,IPR032724r
-43.634823,-10.664199,IPR032724r
-17.864817,23.547491,IPR032724r
-60.895565,-26.480042,IPR032724r
-50.818874,-25.17935,IPR032724r
-54.051495,1.217492,IPR032724r
-45.061176,25.808094,IPR032724r
-46.532284,1.1603713,IPR032724r
21.667385,-12.847482,IPR032724r
-52.297512,18.161171,IPR032724r
-48.8071,19.23104,IPR032724r
-54.298607,17.177916,IPR032724r
-47.107662,20.11803,IPR032724r
-48.508705,18.733398,IPR032724r
-25.614897,15.860677,IPR032724r
-25.493986,15.654511,IPR032724r
-37.839428,10.153952,IPR032724r
-48.90955,-26.491571,IPR032724r
-25.854929,27.014544,IPR032724r
-27.560677,27.205435,IPR032724r
-16.388681,16.568432,IPR032724r
-27.550327,27.05011,IPR032724r
-45.77364,-7.446668,IPR032724r
-61.708405,-23.35229,IPR032724r
-20.81705,10.54602,IPR032724r
-22.451832,25.997932,IPR032724r
-20.92699,24.945515,IPR032724r
-57.809536,-25.629217,IPR032724r
-22.710442,19.637123,IPR032724r
-48.227097,24.027542,IPR032724r
-42.260784,-10.552173,IPR032724r
-15.708629,24.942213,IPR032724r
-21.197544,6.75386,IPR032724r
-30.24389,24.781979,IPR032724r
-29.514858,24.15752,IPR032724r
-41.167953,21.479176,IPR032724r
-61.82993,21.930975,IPR032724r
-41.661125,19.666853,IPR032724r
-30.244764,25.429695,IPR032724r
-24.073227,15.1651535,IPR032724r
-30.962963,26.26961,IPR032724r
-38.632782,17.470615,IPR032724r
-17.384226,19.523712,IPR032724r
-38.925484,17.225653,IPR032724r
-31.397497,24.904875,IPR032724r
-44.640877,32.447075,IPR032724r
-36.691933,-11.568899,IPR032724r
-19.662052,12.117749,IPR032724r
-2.052928,6.630699,IPR032724r
-29.380112,14.658492,IPR032724r
-29.42846,13.396833,IPR032724r
-30.09152,14.480818,IPR032724r
-30.00714,14.9142,IPR032724r
-31.023005,26.118515,IPR032724r
-29.13178,14.319785,IPR032724r
-21.103666,6.814514,IPR032724r
-61.231396,-24.257427,IPR032724r
-21.160454,22.758396,IPR032724r
-24.691929,5.401734,IPR032724r
-24.356789,2.1458886,IPR032724r
-58.416355,-23.113768,IPR032724r
-30.747686,28.187126,IPR032724r
-55.077183,2.8120732,IPR032724r
-58.303604,-22.778763,IPR032724r
-61.41269,-26.00867,IPR032724r
-47.260567,22.758581,IPR032724r
-47.984634,-4.55038,IPR032724r
-43.499023,-1.8153692,IPR032724r
-43.48073,-1.8517079,IPR032724r
-43.509605,-1.8299005,IPR032724r
-41.220116,-13.854443,IPR032724r
-28.691,22.935553,IPR032724r
-46.91543,15.550224,IPR032724r
-14.443761,22.364935,IPR032724r
-23.92826,4.369511,IPR032724r
-62.856144,-21.477951,IPR032724r
-51.970467,-24.157059,IPR032724r
-30.416948,26.514925,IPR032724r
-54.445457,20.393541,IPR032724r
-23.685894,4.5802875,IPR032724r
-45.77596,15.260502,IPR032724r
-25.01152,19.703468,IPR032724r
-52.247936,16.994518,IPR032724r
-26.708187,26.400848,IPR032724r
-57.137325,14.692503,IPR032724r
-44.460598,32.570625,IPR032724r
-49.39025,-2.5336697,IPR032724r
-20.392569,18.633823,IPR032724r
-32.31439,16.349068,IPR032724r
-60.65148,-23.378502,IPR032724r
-63.395943,17.215271,IPR032724r
-46.041855,32.453876,IPR032724r
-46.10961,12.885719,IPR032724r
-49.445164,19.26563,IPR032724r
-52.02292,-24.101068,IPR032724r
-46.833427,18.487106,IPR032724r
-28.851898,25.6583,IPR032724r
-60.89933,-25.744598,IPR032724r
-60.89933,-25.744598,IPR032724r
-45.460175,-1.1071048,IPR032724r
-39.414967,-6.4884768,IPR032724r
-61.329712,-26.393822,IPR032724r
-49.92878,15.690572,IPR032724r
-11.60323,9.198158,IPR032724r
22.190416,-14.235402,IPR032724r
11.746888,-20.90336,IPR032724r
-38.980534,16.521502,IPR032724r
-18.66398,18.976046,IPR032724r
-16.785685,23.776388,IPR032724r
-57.38911,16.162374,IPR032724r
-21.801582,18.53625,IPR032724r
-39.786877,18.365704,IPR032724r
-60.962006,-25.034779,IPR032724r
-58.165173,-22.78424,IPR032724r
-21.28957,22.71667,IPR032724r
-33.4507,-4.845362,IPR032724r
-48.03198,22.545376,IPR032724r
-48.20407,16.716022,IPR032724r
-28.237696,15.015986,IPR032724r
-29.061056,14.38306,IPR032724r
-30.360966,13.499737,IPR032724r
-45.474434,-1.0718763,IPR032724r
-38.63302,-7.230012,IPR032724r
-26.436413,17.742308,IPR032724r
-43.849842,-3.533225,IPR032724r
-51.224575,-2.3912199,IPR032724r
-56.47242,18.333817,IPR032724r
-61.60812,-23.991323,IPR032724r
-61.329712,-26.393822,IPR032724r
-61.055588,-22.75285,IPR032724r
-59.02023,-20.665367,IPR032724r
-42.964523,12.7195015,IPR032724r
-46.507835,-1.4765851,IPR032724r
-49.443497,15.092552,IPR032724r
-58.00435,-17.903225,IPR032724r
-52.334503,3.5836258,IPR032724r
-50.078262,-25.938156,IPR032724r
-49.135258,-26.998798,IPR032724r
-43.315685,-7.178428,IPR032724r
-56.863167,-23.648647,IPR032724r
-57.894062,-25.318918,IPR032724r
-49.175564,-25.646063,IPR032724r
-60.713417,-20.570904,IPR032724r
-48.44906,-2.2887926,IPR032724r
-54.85137,20.80324,IPR032724r
-19.43582,12.759871,IPR032724r
-24.232695,15.155496,IPR032724r
-15.512573,24.74043,IPR032724r
-14.869222,24.839367,IPR032724r
-14.565443,24.885565,IPR032724r
-16.904463,25.343092,IPR032724r
-43.228638,19.179392,IPR032724r
-25.732315,12.55209,IPR032724r
-4.87733,8.098053,IPR032724r
-51.320423,20.429453,IPR032724r
55.02397,-25.203947,IPR032724r
-24.239662,26.369698,IPR032724r
-15.792519,18.196974,IPR032724r
-51.285187,14.678417,IPR032724r
-58.726723,-21.935013,IPR032724r
-63.200043,-22.993397,IPR032724r
-44.83096,32.81607,IPR032724r
-22.787085,27.829037,IPR032724r
-22.722456,25.485466,IPR032724r
-16.043633,27.957043,IPR032724r
-61.10818,18.20546,IPR032724r
-30.368107,24.937378,IPR032724r
-28.926727,25.438353,IPR032724r
-29.624416,25.872358,IPR032724r
-61.626415,18.195404,IPR032724r
-45.70531,29.87591,IPR032724r
-51.3391,19.815111,IPR032724r
-32.5699,25.67778,IPR032724r
-30.519152,25.749067,IPR032724r
-60.267612,-24.347414,IPR032724r
-30.499546,26.70847,IPR032724r
13.408902,-22.67605,IPR032724r
-47.028084,-8.553789,IPR032724r
-59.39961,-25.11417,IPR032724r
-46.78946,0.7582384,IPR032724r
-28.940134,23.644585,IPR032724r
-29.225695,26.91095,IPR032724r
-43.755356,-11.173553,IPR032724r
-29.765377,15.310534,IPR032724r
-29.526909,15.07001,IPR032724r
-54.872875,21.019258,IPR032724r
-45.30063,25.890532,IPR032724r
-36.61583,13.389684,IPR032724r
-24.323433,20.21128,IPR032724r
-40.859062,16.799755,IPR032724r
-17.889223,19.749475,IPR032724r
-36.013634,15.430978,IPR032724r
-21.488977,18.15377,IPR032724r
-29.192839,19.176271,IPR032724r
-16.440178,20.260092,IPR032724r
-61.535114,5.968267,IPR032724r
-47.88667,19.851715,IPR032724r
-38.983856,16.481112,IPR032724r
-29.099236,19.133083,IPR032724r
-17.741585,19.73047,IPR032724r
-29.38738,19.194622,IPR032724r
-29.407082,13.566219,IPR032724r
-46.674553,9.938402,IPR032724r
-18.59933,19.013666,IPR032724r
-23.416227,26.277378,IPR032724r
-26.30228,23.850414,IPR032724r
-25.254272,22.65993,IPR032724r
-23.251064,29.310314,IPR032724r
-27.92915,10.471804,IPR032724r
-30.791729,28.395662,IPR032724r
-26.973207,10.877672,IPR032724r
-24.654274,5.2105994,IPR032724r
-28.72492,0.6291208,IPR032724r
-23.786367,6.466573,IPR032724r
-32.41333,16.611776,IPR032724r
-52.026394,4.230487,IPR032724r
-24.463926,3.4042258,IPR032724r
-59.77002,12.6222105,IPR032724r
-28.94043,23.644709,IPR032724r
-37.46605,17.4063,IPR032724r
-27.120956,21.43519,IPR032724r
-27.403463,21.611992,IPR032724r
-27.457838,21.687954,IPR032724r
-55.294838,21.72969,IPR032724r
-38.62906,13.831027,IPR032724r
-42.9905,19.21405,IPR032724r
-20.056702,19.860691,IPR032724r
-27.469683,20.142946,IPR032724r
-21.305704,19.606182,IPR032724r
-50.299908,31.425064,IPR032724r
-49.621166,-25.663473,IPR032724r
-49.85286,-26.66015,IPR032724r
-49.85286,-26.66015,IPR032724r
-46.220158,16.526155,IPR032724r
-40.874363,10.537199,IPR032724r
-59.870182,-25.524612,IPR032724r
-26.579908,24.34125,IPR032724r
-63.39683,14.257223,IPR032724r
-44.8411,18.543459,IPR032724r
-46.364834,-1.243804,IPR032724r
-23.924467,4.129369,IPR032724r
-61.715767,-24.386452,IPR032724r
-49.85286,-26.66015,IPR032724r
-46.402542,7.904808,IPR032724r
-61.278847,-25.649466,IPR032724r
-24.659113,26.05277,IPR032724r
-47.54846,19.184183,IPR032724r
-21.154821,12.134731,IPR032724r
-60.043774,-22.146395,IPR032724r
-41.84853,18.904129,IPR032724r
-24.157104,7.922904,IPR032724r
-41.92811,18.651325,IPR032724r
-47.86129,22.146461,IPR032724r
-14.411844,22.501785,IPR032724r
-20.408308,11.991134,IPR032724r
-21.496197,11.971936,IPR032724r
-48.08793,9.9004965,IPR032724r
-61.02965,17.592978,IPR032724r
-41.009525,17.745865,IPR032724r
-48.462082,22.94143,IPR032724r
-59.905804,12.062092,IPR032724r
-49.41651,-2.523434,IPR032724r
-63.76546,-22.03886,IPR032724r
-12.76311,23.12918,IPR032724r
-54.699352,20.543339,IPR032724r
-23.422256,26.196253,IPR032724r
-24.106758,22.398596,IPR032724r
-62.90532,-22.889645,IPR032724r
-19.117798,23.646812,IPR032724r
-60.304314,4.7450757,IPR032724r
-45.33978,11.239566,IPR032724r
-59.893276,-23.150993,IPR032724r
-44.46906,-7.693822,IPR032724r
-47.036762,-0.5097654,IPR032724r
-40.0441,19.77301,IPR032724r
-39.602535,17.45857,IPR032724r
-42.42207,17.698334,IPR032724r
-61.970234,-25.590221,IPR032724r
-57.50372,-21.717617,IPR032724r
-59.251244,-24.335222,IPR032724r
-56.68306,-22.076973,IPR032724r
-40.027164,-4.8156557,IPR032724r
-47.084846,-3.333322,IPR032724r
-37.459404,-5.5187917,IPR032724r
-41.962685,-11.0560465,IPR032724r
-58.147945,5.247156,IPR032724r
-42.608505,-8.314986,IPR032724r
-62.242878,-24.811047,IPR032724r
-61.6053,21.817226,IPR032724r
-40.233772,31.626448,IPR032724r
-49.85286,-26.66015,IPR032724r
-14.546946,22.425703,IPR032724r
-49.135258,-26.998798,IPR032724r
-11.111927,8.938029,IPR032724r
-49.85286,-26.66015,IPR032724r
-62.69327,-23.677586,IPR032724r
-61.055588,-22.75285,IPR032724r
-49.070835,-25.727291,IPR032724r
-26.436516,17.742369,IPR032724r
-24.31858,15.54283,IPR032724r
-51.958202,-24.166962,IPR032724r
-19.46932,28.171864,IPR032724r
-18.727942,26.740225,IPR032724r
-43.151474,19.73512,IPR032724r
-18.807434,28.480495,IPR032724r
-50.55311,18.051468,IPR032724r
-35.734104,23.894129,IPR032724r
-25.665604,12.540487,IPR032724r
-63.71836,16.490294,IPR032724r
-27.883278,5.2909446,IPR032724r
-12.876377,19.725286,IPR032724r
-27.911858,5.2934895,IPR032724r
-32.82477,4.0785875,IPR032724r
-26.020731,5.3005924,IPR032724r
17.206396,-14.22856,IPR032724r
-26.751184,18.69359,IPR032724r
-62.31775,-26.33187,IPR032724r
-43.567993,-10.672661,IPR032724r
-25.815104,27.442163,IPR032724r
-43.899467,-8.549854,IPR032724r
-22.165712,21.44395,IPR032724r
-27.178284,24.297491,IPR032724r
-24.233696,24.907803,IPR032724r
-24.16552,23.013021,IPR032724r
-41.220467,-13.849266,IPR032724r
-58.168854,-19.503496,IPR032724r
-58.25088,-22.755209,IPR032724r
-52.02339,-24.10124,IPR032724r
-61.5465,-23.074408,IPR032724r
-49.052303,-26.307835,IPR032724r
-49.621502,-25.663568,IPR032724r
-63.00584,-22.739866,IPR032724r
-43.644176,-10.615688,IPR032724r
-63.00584,-22.739866,IPR032724r
-41.85111,-3.2458313,IPR032724r
-60.822807,-26.386595,IPR032724r
-45.72708,29.869303,IPR032724r
-22.191204,24.892912,IPR032724r
-23.812855,16.5169,IPR032724r
38.412994,-6.2068796,ProtGPT2
22.686512,-13.773789,ProtGPT2
41.439228,-9.407764,ProtGPT2
47.00875,-4.2140102,ProtGPT2
35.168022,-14.148138,ProtGPT2
31.329048,-17.566883,ProtGPT2
35.183582,-4.465683,ProtGPT2
19.098103,-5.7174764,ProtGPT2
23.16621,-13.708564,ProtGPT2
43.259243,-2.4608135,ProtGPT2
36.443638,0.7237831,ProtGPT2
38.243458,-9.654706,ProtGPT2
-0.20695719,-10.8827,ProtGPT2
11.3053055,0.6735823,ProtGPT2
46.32846,-5.1120014,ProtGPT2
43.363632,-0.2814097,ProtGPT2
12.0302,-3.8184795,ProtGPT2
26.42107,-10.561466,ProtGPT2
23.860992,4.491865,ProtGPT2
-2.3618345,-15.65395,ProtGPT2
28.262905,-17.526043,ProtGPT2
19.188139,-4.908338,ProtGPT2
56.245296,-8.0299425,ProtGPT2
40.38172,0.58309466,ProtGPT2
27.937746,-4.292307,ProtGPT2
20.070318,9.677396,ProtGPT2
27.917393,-5.415266,ProtGPT2
43.634827,-5.591804,ProtGPT2
22.520811,-11.829257,ProtGPT2
40.297947,-18.140924,ProtGPT2
42.968796,-5.876509,ProtGPT2
38.298084,-23.975468,ProtGPT2
13.577136,4.602354,ProtGPT2
44.37556,5.271017,ProtGPT2
40.699417,-13.599297,ProtGPT2
14.388757,5.246826,ProtGPT2
17.999012,-16.58929,ProtGPT2
11.760171,1.5986879,ProtGPT2
21.699543,2.9543002,ProtGPT2
17.6265,-10.952335,ProtGPT2
36.703384,-1.6683745,ProtGPT2
20.96656,-11.389216,ProtGPT2
43.640404,-4.7488413,ProtGPT2
55.14242,-16.701761,ProtGPT2
22.862291,-12.872228,ProtGPT2
40.198433,-23.501934,ProtGPT2
20.655205,-21.699028,ProtGPT2
33.7419,0.1576141,ProtGPT2
29.952562,-15.578618,ProtGPT2
33.9583,-2.4547691,ProtGPT2
10.567834,-8.898537,ProtGPT2
18.520401,-2.8516815,ProtGPT2
34.09902,-15.756039,ProtGPT2
30.324207,-3.082224,ProtGPT2
30.094088,-2.80497,ProtGPT2
50.34433,-7.8143516,ProtGPT2
39.79782,-7.46454,ProtGPT2
16.578169,3.5454125,ProtGPT2
25.695007,-15.360676,ProtGPT2
43.005417,1.3380855,ProtGPT2
12.12966,-6.3813305,ProtGPT2
21.768547,-4.7661557,ProtGPT2
33.08434,-1.0737339,ProtGPT2
32.97716,-1.6399635,ProtGPT2
12.037931,-3.8242693,ProtGPT2
19.028503,-12.40489,ProtGPT2
40.464417,-8.236028,ProtGPT2
66.4182,-0.66706735,ProtGPT2
15.220012,-7.682021,ProtGPT2
20.102114,-15.835048,ProtGPT2
12.573342,-8.970735,ProtGPT2
16.07941,-10.133597,ProtGPT2
31.087437,-13.915086,ProtGPT2
11.861288,-7.4243765,ProtGPT2
41.364532,-13.80949,ProtGPT2
47.70325,-12.110814,ProtGPT2
33.04754,0.68898344,ProtGPT2
35.49806,-3.918789,ProtGPT2
49.72475,-3.2261133,ProtGPT2
13.10645,-7.8121448,ProtGPT2
22.40122,0.041836932,ProtGPT2
30.651344,-11.441946,ProtGPT2
30.290956,-2.4845343,ProtGPT2
48.732075,-6.924232,ProtGPT2
19.82712,-9.846275,ProtGPT2
24.315903,-1.2644348,ProtGPT2
14.7437935,3.8339512,ProtGPT2
35.691353,-9.2282,ProtGPT2
-3.1932971,-12.526606,ProtGPT2
20.756536,-6.971491,ProtGPT2
27.924492,-5.571719,ProtGPT2
20.085796,4.9465914,ProtGPT2
40.44302,-18.0784,ProtGPT2
21.974777,1.7600477,ProtGPT2
36.51295,-2.016541,ProtGPT2
23.87012,-14.34659,ProtGPT2
9.258739,-3.1595662,ProtGPT2
4.2247014,-4.397094,ProtGPT2
10.134449,-10.17228,ProtGPT2
34.38464,-1.668736,ProtGPT2
27.39364,-15.26252,ProtGPT2
16.160192,-5.152895,ProtGPT2
51.76948,-12.166221,ProtGPT2
26.8916,-20.423428,ProtGPT2
43.221317,-7.2644687,ProtGPT2
27.137419,-11.153477,ProtGPT2
24.964148,-14.135989,ProtGPT2
18.214249,-8.575724,ProtGPT2
24.901056,-17.75569,ProtGPT2
50.666958,1.838501,ProtGPT2
26.475613,-13.764573,ProtGPT2
39.754974,-7.282167,ProtGPT2
37.94372,-4.435224,ProtGPT2
28.91642,-14.898644,ProtGPT2
25.81951,-1.1324515,ProtGPT2
17.722313,7.006326,ProtGPT2
4.5268693,-4.3376155,ProtGPT2
38.95776,-2.615658,ProtGPT2
26.047361,-12.0917635,ProtGPT2
24.495197,-0.58383733,ProtGPT2
36.318405,-2.397776,ProtGPT2
24.797684,-2.7074351,ProtGPT2
44.314857,-2.4764245,ProtGPT2
14.213018,2.5501518,ProtGPT2
45.17503,-8.836036,ProtGPT2
47.27382,-0.8485623,ProtGPT2
30.542967,-2.359564,ProtGPT2
25.99599,-3.6523557,ProtGPT2
17.63715,-2.0502555,ProtGPT2
43.423416,-9.116387,ProtGPT2
39.6865,-10.04925,ProtGPT2
26.145525,-8.677311,ProtGPT2
7.9590335,-13.498492,ProtGPT2
44.44409,-7.063118,ProtGPT2
27.941446,-3.8108382,ProtGPT2
54.22032,-4.159349,ProtGPT2
19.131132,-6.8425703,ProtGPT2
26.742165,-14.521916,ProtGPT2
23.874447,-13.517853,ProtGPT2
43.348034,-6.7718477,ProtGPT2
22.685295,-0.09370182,ProtGPT2
44.423927,-9.958204,ProtGPT2
43.194073,2.8475215,ProtGPT2
45.743362,-0.21494618,ProtGPT2
27.120274,-3.5577595,ProtGPT2
45.031776,-4.328816,ProtGPT2
5.987601,-4.977193,ProtGPT2
32.868835,-8.6909075,ProtGPT2
18.829432,-13.337314,ProtGPT2
23.85859,-15.916685,ProtGPT2
17.323286,-0.9943885,ProtGPT2
35.13283,-13.937585,ProtGPT2
20.447216,-12.604037,ProtGPT2
10.758546,-2.4585996,ProtGPT2
66.16141,-8.910796,ProtGPT2
28.245419,-7.9165664,ProtGPT2
25.787067,0.348,ProtGPT2
23.9539,3.6514707,ProtGPT2
45.681026,1.1089226,ProtGPT2
24.143131,1.5693513,ProtGPT2
48.35066,-5.1431284,ProtGPT2
10.34728,0.7889534,ProtGPT2
41.060127,4.001072,ProtGPT2
32.881664,-0.3115204,ProtGPT2
21.076752,-8.416826,ProtGPT2
21.703724,-16.578327,ProtGPT2
6.56118,-6.620082,ProtGPT2
29.342827,-13.0974655,ProtGPT2
30.00435,-9.606836,ProtGPT2
50.351257,7.4396763,ProtGPT2
33.892353,0.19771753,ProtGPT2
19.70086,9.854746,ProtGPT2
87.54593,-2.7817402,ProtGPT2
18.847677,-11.135617,ProtGPT2
3.8641982,2.2955928,ProtGPT2
23.417349,6.1923304,ProtGPT2
39.59887,-14.358166,ProtGPT2
50.40086,7.541726,ProtGPT2
34.102108,-16.257496,ProtGPT2
49.715622,-10.12727,ProtGPT2
24.2137,5.4898453,ProtGPT2
37.488754,-2.7221224,ProtGPT2
27.05925,-14.783377,ProtGPT2
22.57797,-15.924325,ProtGPT2
39.149822,-2.4725292,ProtGPT2
34.38459,-11.77047,ProtGPT2
38.70827,-9.726027,ProtGPT2
25.182259,1.7789499,ProtGPT2
27.192118,-2.6426709,ProtGPT2
47.60344,-8.240316,ProtGPT2
18.708742,-6.3216004,ProtGPT2
29.993511,-11.677888,ProtGPT2
35.477,-0.81787056,ProtGPT2
44.66956,-14.462547,ProtGPT2
44.460663,-2.8323474,ProtGPT2
